epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,23.407,1.40613,1.94409,1.40948,0.30601,0.4218,0.30001,0.13754,2.28732,2.8882,2.21644,0.00127092,0.00127092,0.00127092
14,24.8514,1.46159,1.89515,1.48821,0.38331,0.40559,0.31823,0.1381,2.30311,2.80266,2.16174,0.00123791,0.00123791,0.00123791
15,26.2095,1.32657,1.70271,1.40619,0.38255,0.27506,0.22173,0.08859,2.57977,3.15123,2.4096,0.00120491,0.00120491,0.00120491
16,27.6692,1.38807,1.83233,1.46188,0.26822,0.29953,0.24106,0.10514,2.72971,2.87839,2.33238,0.0011719,0.0011719,0.0011719
17,29.0367,1.41915,1.78712,1.4462,0.5301,0.47436,0.38736,0.17825,2.35974,2.59496,2.11711,0.00113889,0.00113889,0.00113889
18,30.3939,1.38991,1.69577,1.39475,0.60442,0.55501,0.52083,0.26165,1.98929,2.07636,1.97693,0.00110589,0.00110589,0.00110589
19,31.7647,1.35858,1.64684,1.39527,0.57733,0.5449,0.50967,0.26444,1.88984,2.13632,2.02976,0.00107288,0.00107288,0.00107288
20,33.1908,1.29324,1.51865,1.35777,0.66522,0.49321,0.50755,0.26927,1.99292,2.61607,2.12109,0.00103987,0.00103987,0.00103987
21,34.6074,1.26498,1.48794,1.33979,0.62545,0.47028,0.48123,0.25518,2.02718,2.57628,2.06178,0.00100687,0.00100687,0.00100687
22,36.0087,1.29417,1.51021,1.34581,0.56123,0.60576,0.51697,0.23702,2.0079,1.91485,1.93646,0.000973861,0.000973861,0.000973861
23,37.3285,1.26032,1.49802,1.32647,0.67136,0.57194,0.55711,0.22766,1.98625,1.91131,1.91466,0.000940855,0.000940855,0.000940855
24,38.7772,1.14094,1.40766,1.28296,0.70651,0.65734,0.67307,0.34048,1.80188,1.77851,1.88382,0.000907848,0.000907848,0.000907848
25,40.1476,1.20067,1.39892,1.2764,0.83016,0.57751,0.68332,0.35212,1.90105,1.63498,1.88676,0.000874842,0.000874842,0.000874842
26,41.5037,1.1388,1.30172,1.23073,0.60941,0.58115,0.62651,0.30706,1.91927,1.80397,1.84967,0.000841835,0.000841835,0.000841835
27,42.9193,1.21789,1.36357,1.31814,0.67045,0.48434,0.54046,0.28835,1.93876,1.77409,1.87733,0.000808828,0.000808828,0.000808828
28,44.2702,1.23365,1.31302,1.29623,0.754,0.55012,0.60736,0.3325,1.74248,1.59475,1.78033,0.000775822,0.000775822,0.000775822
29,45.6181,1.19498,1.32195,1.28839,0.81784,0.57679,0.65746,0.38756,1.70321,1.54477,1.75474,0.000742815,0.000742815,0.000742815
30,47.0324,1.16756,1.28288,1.25574,0.77114,0.62704,0.68621,0.39585,1.69646,1.46835,1.75416,0.000709809,0.000709809,0.000709809
31,48.3964,1.19408,1.27473,1.25181,0.76554,0.66142,0.70185,0.41254,1.75111,1.54011,1.8037,0.000676802,0.000676802,0.000676802
32,49.754,1.15857,1.23613,1.23156,0.8674,0.68357,0.76143,0.41227,1.71276,1.43319,1.729,0.000643795,0.000643795,0.000643795
33,51.0656,1.10627,1.20013,1.20627,0.80863,0.61159,0.71619,0.39939,1.74594,1.47724,1.74967,0.000610789,0.000610789,0.000610789
34,52.3943,1.06077,1.18777,1.18964,0.71622,0.6731,0.72878,0.42088,1.78369,1.58013,1.8237,0.000577782,0.000577782,0.000577782
35,53.7913,1.02443,1.11674,1.17948,0.81225,0.6497,0.75166,0.43731,1.7529,1.48532,1.82109,0.000544776,0.000544776,0.000544776
36,55.1743,1.05018,1.14597,1.22105,0.89785,0.61277,0.72032,0.42801,1.73526,1.45927,1.79379,0.000511769,0.000511769,0.000511769
37,56.5247,1.07856,1.16948,1.21749,0.87402,0.62296,0.71518,0.42279,1.68997,1.48438,1.79262,0.000478762,0.000478762,0.000478762
38,57.8562,1.04297,1.10197,1.18185,0.80942,0.56527,0.65013,0.37534,1.77303,1.81889,1.84016,0.000445756,0.000445756,0.000445756
39,59.1966,1.03261,1.09373,1.17699,0.81381,0.55499,0.63462,0.35539,1.77182,1.82448,1.83105,0.000412749,0.000412749,0.000412749
40,60.5648,1.04141,1.07581,1.17496,0.81311,0.63443,0.68957,0.39423,1.77251,1.62085,1.80623,0.000379743,0.000379743,0.000379743
